AT,V,AP,RH,PE
32.83,74.16,1007.57,60.2,432.05
10.31,40.67,1017.61,69.61,485.25
17.82,65.94,1013.44,88.13,452.82
25.97,70.32,1007.48,57.01,435.27
19.46,66.86,1012.74,66.2,454.89
12.56,43.41,1016.93,81.02,467.19
15.62,40.89,1007.01,79.21,466.15
28.82,65.71,1014.24,54.3,449.18
23.39,71.25,1005.22,93.7,435.68
15.07,50.88,1014.33,100.12,464.37
23.33,73.18,1012.51,91.29,436.33
32.56,68.94,1007.12,58.18,425.61
25.88,61.47,1007.93,68.71,445.65
13.52,42.07,1017.91,90.21,464.07
14.69,49.64,1023.43,78.17,434.12
23.27,67.9,1006.17,71.01,447.25
19.1,56.53,1020.18,76.38,455.52
24.35,70.04,1010.92,73.88,438.4
31.67,69.89,1013.88,39.33,426.35
9.59,37.14,1013.8,72.85,474.74
14.07,43.34,1015.79,86,463.77
28.41,61.47,1008.94,56.56,442.54
10.02,39.82,1012.86,89.47,482.47
10.33,40.6,1015,88.62,478.3
13.51,43.41,1015.94,75.22,463.86
12.23,43.69,1016.46,84.4,471.62
20.79,68.28,1001.42,76.77,445.83
28.01,65.34,1014.68,46.86,440.77
33.63,70.4,1004.02,53.6,430.05
10.32,39.28,1016.56,94.13,478.88
7.28,39.81,1017.61,87.56,483
14.8,58.2,1018.29,85.11,455.14
20.07,42.23,1012.86,74.11,461.25
17.14,44.2,1018.91,62.18,457.02
24.96,77.54,1008.25,80.6,433.4
18.06,56.65,1020.2,81.59,459.14
33.74,69.98,1012.51,43.3,425.35
19.25,43.43,1012.01,73.26,451.08
16.29,44.34,1019.49,59.36,468.8
19.07,44.63,1020.23,44.93,456.37
6.71,40.72,1022.78,80.69,483.11
23.32,66.48,1003.92,72.25,436.26
26.31,66.48,1005.93,63.9,432.89
29.06,64.96,1000.88,62.07,430.24
5.97,36.25,1029.65,86.74,487.03
10.31,39.82,1012.87,88.71,480.61
19.69,59.14,1015.99,70.33,448.69
12.35,40.8,1027.35,72.69,476.88
16.51,41.79,1007.1,74.03,457.74
29.42,74.9,1004.11,64.53,434.66
10.15,41.46,1019.78,83.56,481.31
21.48,61.27,1019.29,61.43,450.88
18.31,50.9,1011.87,86.83,455.5
30.48,70.04,1010.73,53.7,429.85
11.5,40.78,1023.91,86.31,467.74
22.88,63.91,1009.63,87.82,442.5
26.82,60.96,1012.25,57.41,449.81
27.34,71.64,1008.12,72.22,438.76
22.47,59.43,1006.02,85.21,444.5
30.08,67.25,1017.57,47.77,432.1
9.76,41.01,1019.66,97.59,467.6
29.09,70.02,1010.13,48.06,443.27
28.73,73.91,1004.91,70.17,436.12
34.61,73.03,1013.61,36.91,438.56
29.53,64.44,1013.22,59.75,440.1
16.79,44.6,1014.27,48.08,459.48
10.91,40.1,1014.07,91.45,478.34
16.69,46.18,1010.8,96.8,466.03
33.59,79.05,1007.79,63.55,436.51
18.97,44.85,1014.86,46.31,466.17
16.55,39.64,1009.07,77.8,465.29
26.38,49.5,1012.82,37.19,457.81
21.99,58.96,1014.09,61.3,453.38
23.56,42.67,1008.01,66.76,440.69
10.5,52.72,1026.32,85.04,468.01
28.91,70.72,1009.7,67.5,439.94
15.42,40.56,1021.23,59.37,469.33
19.94,50.78,1008.78,92.07,449.6
11.56,40.43,1025.48,74.75,489.54
28.74,70.32,1008.15,45.99,431.93
17.47,43.77,1012.25,76.78,456.41
10.3,41.46,1018.21,86.17,479.65
26.2,60.07,1014.75,59.41,440.89
18.37,44.89,1010.61,86.74,454.37
7.19,39.4,1011.45,90.65,483.04
30.7,74.22,1008.12,50.39,432.51
30.26,72.58,1007,65.51,425.71
26.94,66.48,1005.46,60.62,440.12
23.95,51.86,1014.24,68.28,449.81
14.32,44.6,1013.85,68.13,466.36
26.45,73.5,1010.31,74.33,433.44
14.56,40.69,1015.48,73.73,469.31
25.18,57.5,1015.07,60.76,449.01
14.18,39.3,1020.1,67.48,464.32
9.17,40.67,1019.03,66.21,487.33
23.48,49.16,1002.7,70.22,445.72
34.4,77.95,1009.83,57.86,430.87
23.74,49.5,1013.2,49.51,463.4
24.88,52.36,1014.45,68.39,452.31
27.18,59.27,1012.57,64.18,439.69
22.63,57.17,1009.83,77.43,433.54
27.16,47.43,1009.17,45.79,442.85
28.13,68.12,1012.6,44.71,435.85
20.65,41.67,1012.76,45.27,455.5
11.86,40.55,1019.82,91.45,473.31
27.94,49.16,1004.22,35.46,436.75
9.46,41.4,1026.78,87.58,480.82
20.61,44.63,1008.54,77.54,456.68
6.22,39.85,1012.05,86.88,443.73
12.54,40.8,1024.56,68.97,479.65
14.54,43.14,1010.26,82.98,465.45
27.54,68.27,1008.12,56.42,433
5.84,43.02,1013.88,87.42,489.05
7.61,41.26,1009.05,97.32,480.68
14.39,44.85,1014.19,75.16,465.88
10.2,40.67,1016.15,73.2,482.26
22.83,65.18,1012.24,79.74,442.43
9.18,39.42,1025.41,69.46,473.78
25.62,63.13,1013.84,83.49,439.13
28.55,74.33,1011.77,73.34,426.48
19.78,62.1,1019.72,78.36,450.43
24.97,59.87,1018.7,59.94,443.7
16.74,38.01,1022.63,69.19,463.61
12.82,41.58,1020.37,81.06,464.07
26.35,69.48,1008.45,70.47,435.23
21.31,58.66,1012.67,69.36,451.96
23.96,51.3,1011.81,71.81,451.11
23.95,73.67,1007.32,87.67,437.43
15.99,43.5,1021.34,73.22,460.7
27.26,66.56,1007.83,60.95,434.88
29.23,75.6,1017.72,52.26,438.92
13.78,38.47,1015.2,57.8,466.41
13.86,40.83,1008.76,82.4,470.37
12.12,41.17,1017.68,78.72,470.67
24.33,60.32,1015.49,59.95,445.36
10.59,38.38,1021.58,68.23,474.94
15.27,38.73,1002.83,77.77,465.99
10.03,43.13,1014.85,70.09,482.16
10.27,42.34,1022.69,92.78,474.55
24.91,58.69,1008.22,82.81,435.96
25.15,68.61,1011.03,53.59,447.91
28.29,68.08,1010.77,53.92,430.93
18.97,44.78,1007.87,47.98,463.46
5.5,39.04,1021.46,78.91,478.65
14.72,39,1016.42,76.42,464.93
30.67,77.95,1015.28,61.67,435.96
8.49,39.61,1021.05,87.74,483.94
27.65,67.07,1005.65,60.42,439.03
18.31,46.21,1010.46,82.15,451.75
24.98,71.98,1006.59,90.61,432.06
23.7,66.56,1002.07,85.19,436.94
16.74,39.16,1005.68,71.17,460.47
13.75,44.47,1029.63,70.74,467.14
10.15,39.22,1020.09,68.75,474.87
23.89,48.41,1010.48,62.31,441.83
20.28,57.25,1010.12,88.42,452.03
27.52,67.9,1005.65,59.52,439.01
20.03,66.86,1013.05,64.59,450.93
21.23,61.5,1008.98,82.14,450.92
6.45,35.77,1018.86,67.84,483.12
29.07,72.51,1009.24,58.38,439.8
30.5,66.75,1017.55,38.2,432.87
26.48,69.14,1009.31,84.11,435.76
16.85,52.9,1019.47,81.28,460.84
24.65,64.63,1020.52,53.45,446.04
24.98,58.05,1011.69,69.97,447.15
32.31,68.94,1006.11,71.78,431.14
16.47,38.01,1022.3,72.29,461.54
18.36,53.16,1013.14,79.89,457.94
29.67,66.51,1015.6,34.1,434.8
14.43,44.84,1024.34,84,467.45
11.27,40.69,1014.35,86.63,476.27
13.01,41.17,1017.26,76.2,469.48
26.88,69.51,1012.76,45.03,436.3
18.8,44.71,1016.56,31.29,459.85
14.43,38.28,1014.76,79.76,467.12
22.18,45.09,1014.04,43.13,455.4
18.15,58.46,1017.42,88.24,449.48
22.55,69.84,1006.57,76.29,438.54
16.69,46.18,1011,97.85,458.57
24.58,48.98,1014.96,38.75,459.79
27.22,68.3,1016.84,64.88,436.81
12.22,40.78,1024.02,85.46,464.12
4.78,42.85,1013.39,93.36,481.47
30.93,73.42,1010.98,56.42,432.44
7.19,41.39,1018.12,90.76,486.35
23.21,63.94,1013.56,80.23,446.11
24.97,68.61,1011,55.04,453.26
22.69,65.12,1016.35,72.02,446.91
21.79,60.93,1006.44,87.68,443.01
17.29,42.86,1014.38,72.3,464.27
11.26,39.35,1015.47,99.28,471.83
20.83,49.02,1009.45,91.92,445.31
29.53,70.94,1007.22,70.68,432.43
14.89,39.58,1012.26,77.58,465.95
21.95,68.08,1012.91,69.36,443.93
16.92,44.6,1017.34,58.75,460.17
16.13,53.82,1015.63,63.08,459.16
13.35,39.58,1012.41,83.45,465.85
22.79,50.78,1008.65,58.39,447.12
11.1,44.85,1014.27,65.08,477.03
5.28,42.07,1003.82,80.84,485.24
15.69,37.87,1022.63,87.71,462.16
14.45,39.58,1012.41,79,467.62
25.4,70.4,1006.8,94.78,439.04
15.55,43.71,1024.34,79.61,465.14
23.43,60.32,1015.34,69.34,446.88
25.63,69.89,1015.17,77.42,434.47
12.52,40.24,1020.45,97.41,470.56
14.39,43.56,1012.97,59.17,469.35
3.95,35.47,1017.36,84.88,488.64
15.92,44.85,1015.84,59.99,467.41
27.5,68.24,1010.38,73.44,430.9
13.07,38.47,1015.16,57.26,468.9
7.52,39.61,1018.61,78.96,481.54
17.46,40.22,1006.7,91.96,461.74
8.35,43.79,1016.2,85.23,484.21
27.89,73.17,1009.85,64.22,432.83
11.23,43.67,1012.57,72.1,475.41
18.99,62.1,1020,76.76,453.09
19.89,50.78,1008.85,92.97,446.35
22.76,49.02,1007.5,88.56,442.84
19.5,65.12,1015.53,73.87,453.99
11.45,41.17,1017.98,84.64,476
19.72,46.21,1010.54,77.74,449.33
25.98,68.12,1011.36,66.86,439
25.32,48.41,1008.47,72.14,443.04
24.43,58.2,1017.18,46.84,444.89
30.1,67.45,1014.23,39.04,434.01
13.32,44.9,1007.72,78.64,466.3
10.39,44.85,1014.22,78.42,478.05
16.09,65.46,1013.84,85.52,454.88
7.31,42.18,1014.75,86.75,477.38
20.16,60.1,1011.24,86.23,453.36
20.21,59.14,1016,70.38,448.79
15.14,49.64,1023.78,75,463.58
23.16,57.76,1017.74,63.79,451.79
12.32,41.62,1012.88,88.88,464.72
10.42,39.35,1015.21,89.75,478.52
11.52,40.8,1024.31,73.49,479.56
19.64,44.6,1015.88,47.56,467.53
5.9,45.87,1013.25,87,481.27
29.03,67.79,1010.86,54.03,445.03
13.09,54.3,1017.61,82.38,471
18.94,46.93,1010.22,75.45,441.41
17.32,43.7,1015.13,61.66,464.5
18.37,58.96,1015.5,67.79,460.25
29.3,69.48,1010.1,53.69,429.42
24.66,58.86,1013.86,56.39,444.42
18.97,43.43,1012.72,75.69,453.2
10.61,43.79,1016.03,76.33,480.28
13.96,40.92,1022.65,73.08,460.95
14.48,38.92,1015.6,90.05,470.63
6.04,41.14,1027.92,87.12,481.37
14.14,43.34,1017.1,81.77,464.36
20.06,47.03,1013.66,83.23,461.02
13.26,41.74,1021.89,63.32,473.44
7.85,37.8,1020.9,59.19,478.68
21.93,58.96,1014.23,58.58,453.42
16.73,58.59,1015.02,89.61,455.3
31.41,74.16,1011.1,57.05,434.88
22.04,58.05,1013.11,85.22,447.28
7.14,39.4,1011.68,91.84,482.82
6.9,39.81,1016.74,88.24,481.88
22.87,74.22,1009.36,93.05,438.67
32.18,69.75,1009.94,52.91,438.26
25.02,59.92,1009.9,76.27,436.64
18.26,69.94,1004.1,97.39,443.59
22.59,60.32,1016.84,78.58,447.17
9.51,39.22,1015.3,72.41,474.12
19.09,56.51,1015.58,92.56,449.24
24.37,65.61,1014.5,65.67,443.13
21.1,49.16,1006.76,86.08,442.78
24.35,66.49,1012.48,62.12,439.15
23,66.05,1020.61,80.29,421.57
16.45,44.68,1018.6,85.14,462.66
28.31,64.79,1016.58,60.88,440.96
31.98,70.17,999.43,59.42,430.92
23.71,68.63,1014.54,46.04,449.41
12.63,48.04,1013,100.13,464.6
15.34,71.14,1019.79,77.56,457.1
23.31,60.37,1005.17,82.75,438.52
11.48,42.02,1000.29,94.76,471.43
11.97,41.04,1026.42,70.75,468.81
18.77,49.39,1021.06,82.95,454.53
18.01,44.2,1018.84,55.72,456.36
27.29,67.32,1013.92,33.41,437.26
23.48,72.99,1009.61,88.16,437.1
3.68,39.64,1011.31,84.05,490.02
26.8,58.84,1001.2,65.03,445.76
12.32,43.69,1016.26,83.18,471.6
25.24,66.54,1002.07,81.22,433.86
22.22,59.14,1017.32,83.41,442.31
28.53,68.08,1013.27,42.53,438.91
4.11,38.44,1015.9,81.79,488.05
27.76,69.4,1004.27,72.25,430.68
24.67,69.14,1006.25,88.51,440.03
16.27,44.21,1020.56,82.22,462.11
27.76,44.89,1009.4,50.15,442.83
28.77,75.23,1010.01,59,437.93
22.18,59.39,1014.82,85.31,440.94
23.72,66.48,1003.61,73.75,436.62
13.85,44.9,1019.11,76.79,467.2
23.39,74.22,1009.83,86.05,439.92
16.54,42.86,1014.85,78,465.26
19.5,52.72,1025.21,50.21,457.26
22.84,61.87,1010.63,51.67,442.72
9.93,41.62,1013.76,96.02,464.64
4.43,38.91,1019.04,88.17,491.9
25.23,64.63,1020.59,52.2,447.28
26.86,70.47,1007.18,72.38,434.59
21.68,64.15,1021.09,70.88,454.32
32.5,73.68,1014.65,55.72,427.63
14.01,42.99,1007.12,69.69,469.23
8.35,40.46,1019.23,73.26,474.79
23.83,58.79,1009.77,78.13,444.34
14.1,39.16,1008.19,74.05,464.07
17.67,43.7,1015.26,58.76,465.06
6.91,36.08,1021.82,84.31,486.37
10.01,41.17,1018.78,86.84,479.4
22.2,59.21,1017.87,73.34,445.29
24.94,59.07,1008.89,84.79,440.12
30.15,69.88,1007.2,73.67,434.75
29.23,69.59,1009,71.41,437.95
10.12,40,1021.33,95.29,476.03
13.45,43.14,1015.5,74.33,474.1
27.32,66.54,1004.95,72.58,431.33
19.71,43.43,1009.58,65.71,456.24
7.51,41.66,1015.9,78.31,485.58
11.35,38.91,1017.93,83.45,474.22
13.9,39.54,1007.01,81.33,471.16
7.93,42.28,1008.43,85.57,484.75
22.59,65.06,1014.36,62.44,444.6
26.68,59.92,1009.94,70.57,438.67
17.78,52.08,1006.9,100.09,453.31
20.91,59.14,1017.25,74.7,442.67
27.84,68.08,1013.34,46.19,436.37
16.31,42.28,1007.45,77.77,466.49
17.83,43.72,1008.64,78.72,453.86
16.27,56.89,1013.74,84.36,454.88
10.74,41.46,1016.76,84.59,479.94
19.64,56.53,1019.6,76.19,447.66
9.14,40.6,1015.34,88.91,483.57
21.43,46.97,1013.94,61.25,457.68
13.57,42.99,1007.51,88.95,472.04
12.33,37.73,1022.46,59.3,470.11
21.34,48.06,1014.49,63.23,458.13
23.99,45.87,1007.63,52.62,443.66
22.07,48.41,1008.71,81.29,444.01
19.31,44.71,1016.13,30.59,463
26.63,61.47,1008.18,69,444.16
18.55,52.84,1004.45,86.82,450.23
21.75,65.12,1015.53,66,452.89
14.49,41.16,1000.5,82.17,465.24
15.97,45.01,1016.58,83.24,456.91
6.37,40.81,1025.98,91,489.18
6.76,39.22,1013.91,77,487.08
18.77,52.08,1004.02,99.86,449.62
13.88,48.79,1017.28,79.4,464.14
10.07,41.39,1019.89,70.53,480.54
11.69,35.76,1019.02,55.6,471.72
21.33,58.46,1016.17,79.73,445.27
22.97,63.94,1010.5,88.47,440.81
26.09,70.4,1007.41,85.37,432.52
20.2,50.9,1011.72,77.63,454.09
27.58,65.27,1013.51,50.43,441.3
9.96,42.03,1017.78,82.39,477.85
17.23,41.1,1002.45,68.88,464.18
12.02,41.92,1030.1,84.45,465.82
22.97,72.24,1011.15,95.85,437.41
25.11,58.79,1015.99,60.55,442.34
16.5,53.29,1017.7,95.66,458.37
14.1,42.18,1015.05,78.25,463.3
12.42,41.58,1019.49,86.31,466.05
15.34,41.23,996.87,86.56,465.16
12.38,44.2,1020.23,81.5,467.04
17.8,43.72,1008.71,78.5,458.92
23.27,65.48,1019.05,61.36,443.43
31.87,67.32,1013.65,36.69,435.47
13.97,40.24,1018.32,88.72,467.93
16.42,40.56,1020.36,50.62,472.17
13.93,39.64,1011.8,82.64,470.84
26.38,71.58,1011.02,80.9,434.26
30.17,74.22,1007.46,49.27,432
25.11,67.32,1014.49,58.39,441.93
25.16,60.23,1011.21,68.31,444.98
14.88,42.28,1007.26,71.3,466.73
23.23,63.31,1012.52,75.1,441.5
19.8,67.71,1005.58,69.65,446.03
16.59,41.79,1006.67,73.9,455.42
27.63,70.17,1000.42,85.22,432.46
21.08,46.93,1014.49,63.33,453.87
8.51,39.96,1026.34,96.1,475.96
20.96,69.48,1011.04,82.63,444.31
19.61,56.65,1020.64,63.74,457.41
14.3,53.82,1016.64,63.9,465.42
25.87,57.32,1012.06,44.13,442.87
10.15,41.17,1019.38,82.3,480.71
22.32,69.48,1011.1,77.86,439.49
22.72,58.82,1012.54,77.72,448.67
8.5,39.16,1014.1,86.64,485.76
19.55,42.04,1009.99,67.87,466.4
29.91,70.02,1010.18,64.1,437.63
23.79,58.59,1013.94,72.5,443.19
27.14,64.27,1012.71,54.4,441.68
12.39,49.83,1007.6,92.43,468.43
15.03,43.71,1025.07,83.25,463.12
18.45,42.44,1013.45,63.52,459.79
21.94,56.85,1011.01,77.72,442.63
17.33,41.35,999.51,68.36,460.46
28.54,71.94,1007.4,65.99,430.91
14.02,40.66,1017.05,84.14,465.39
9.2,40.03,1017.05,92.46,480.38
21.02,61.5,1008.52,77.74,448.08
28.83,72.43,1006.69,67.04,428.85
26.45,75.6,1017.42,74.5,436.89
9.68,38.16,1015.54,79.67,475.51
22.43,69.84,1006.94,75.54,436.19
16.1,36.71,1013.58,74.41,471.46
12.79,44.03,1007.46,95.93,464.35
13.92,41.16,1000.98,83.89,454.15
15.04,38.01,1022.46,78.29,468.12
24.21,71.77,1004.52,84.96,433.42
23.82,60.32,1016.61,75.29,445
25.33,71.73,1009.78,77.78,435.23
10.2,41.46,1019.12,83.26,480.11
22.02,64.45,1012.57,47.87,454.9
21.01,44.05,1010.61,64.12,445.07
24.85,70.47,1006.64,85.37,434.47
10.71,39.61,1018.72,73.66,473.77
12.58,43.67,1012.86,94.01,472.65
29.53,71.97,1008.6,79.25,434.96
10.2,41.01,1021.39,96.64,468.27
19.16,63.09,1017.71,91.15,449.51
26.86,68.08,1012.99,50.04,436.25
16.61,43.77,1012.25,77.23,457.66
32.12,69.98,1013.31,54.3,429.86
24.2,68.67,1006.72,78.08,444.09
28.38,72.39,998.93,73.85,432.02
31.15,69.59,1007.82,64.96,431.37
24.56,63.21,1013.79,82.38,444.34
29.67,73.67,1006.48,64.98,429.28
7.01,37.8,1021.47,62.84,483.95
17.67,53.16,1013.59,83.31,457.99
5.15,45.87,1008.02,98.36,479.61
13.17,38.91,1016.55,74.47,470.63
20.6,66.86,1013.08,62.48,451.44
24.19,46.21,1010.79,62.04,440.87
30.95,73.06,1008.86,74.86,431.77
6.16,39.48,1004.85,59.68,484.55
10.38,43.02,1013.37,78.53,474.44
32.16,71.32,1005.5,60.23,434.01
7.19,40.81,1015.22,85.65,487.15
26.12,68.94,1007.12,67.08,434.11
12.16,40.81,1025.79,70.97,476.63
8.66,41.01,1022.51,98.55,472.16
26.23,59.87,1012.93,66.62,447.16
27.26,63.77,1014.07,66.58,436.01
21.09,59.8,1016.94,76.95,451.98
13.12,44.21,1019.57,89.29,469.09
31.11,75.33,1002.32,64.25,433.37
19.89,68.08,1012.65,80.25,448.71
18.53,39.72,1001.26,64.08,457.26
19.13,40.79,1004.47,91.7,457.83
25.69,59.54,1004.05,81.69,439.06
25.63,71.58,1010.14,87.57,433.76
24.95,76.16,1006.2,76.16,437.47
12.46,40.73,1017.53,93.47,464.7
34.1,73.03,1014.01,41.26,437.65
12.29,40.03,1017.62,89.64,472.65
28.9,60.07,1015.96,45.06,440.62
23.85,69.45,1013.99,60.6,439.67
33.6,77.17,1009.01,47.53,430.32
11.77,42.03,1017.63,79.35,472.22
22,59.54,1004.55,95.25,439.37
13.49,44.47,1030.46,69.49,466.66
10.15,43.41,1018.4,82.07,473.43
8.9,40.77,1011.67,90.26,479.18
27.86,61.5,1009.23,46.19,439.49
29.22,72.39,1000.87,77.39,430.24
25.8,71.58,1010.08,85.14,435.2
16.23,43.52,1020.13,76.3,464.74
27.52,74.67,1015.77,72.01,433.56
14.05,40.35,1011.52,66.21,475.54
32.17,73.21,1001.43,69.86,430.64
27.07,66.93,1017.32,55.38,446.48
27.52,66.48,1004.99,52.54,429.67
23.7,70.04,1011.13,84.16,436.28
16.78,37.2,1011.97,68.94,471.24
23.72,58.62,1016.32,71.17,447.13
12.75,44.03,1007.29,89.46,465.86
11.02,38.28,1013.51,95.66,472.11
23.14,58.95,1017.52,66.25,442.27
9.35,44.03,1011.02,88.11,476.25
24.03,58.46,1015.71,70.15,442.03
31.19,70.94,1007.29,51.91,436.6
24.34,48.78,1018,73.44,448.54
17.32,41.67,1013.23,68.07,462.74
26.59,60.96,1011.9,52.41,439.77
32.84,74.67,1015.89,31.81,430.88
26.82,75.08,1005.93,60.81,441.14
27.55,68.08,1011.42,60.71,432.59
5.49,40.81,1014.43,90.41,487.36
29.56,52.84,1006.09,42.17,436.46
25.45,57.32,1011.7,47.09,441.3
22.82,64.63,1020.78,66.73,449.34
31.26,68.94,1005.94,39.49,438.03
26.58,70.98,1008.96,77.36,434.41
20.03,69.45,1013.47,86.66,441.54
18.85,67.32,1012.91,82.37,446.7
23.82,44.89,1009.39,74.69,445.45
27.38,69.4,1004.57,74.12,434.47
31.44,72.86,1003.74,61.45,433.59
30.94,64.44,1014.36,53.76,439.84
16.48,48.92,1011.84,64.16,458.67
18.56,42.28,1007.75,60.89,462.05
12.95,41.23,993.74,96.35,469.05
15.28,40,1016.65,65,458.76
28.88,66.56,1006.26,59.15,426.66
13.55,40.1,1015.7,86.68,474.59
15.63,43.02,1012.57,40.32,466.69
10.76,40.43,1025.98,79.65,490.78
11.61,40.81,1025.68,72.08,473.08
20.79,65.59,1014.9,77,450.3
28.81,56.86,1005.82,56.86,434.08
5.17,39.33,1009.68,94.19,485.46
18.59,65.06,1015.75,80.72,450.4
5.76,40.07,1013.22,62.99,494.67
14.35,39.39,1012.92,82.41,470.53
11.87,40.55,1019.06,94.11,473.79
26.31,52.09,1013.39,53.59,447.04
14.04,40.56,1018.4,65.79,472.98
10.37,37.5,1013.19,79.25,473.1
11.37,41.5,1013.57,88.82,475.94
26.09,60.23,1010.74,60.88,445.88
21.11,58.49,1011.6,80.44,449.16
24.31,65.94,1011.5,61.61,442.69
32.07,70.94,1006.91,49.9,432.33
19.26,44.34,1019.45,51.32,467.72
18.7,66.51,1015.14,79.23,458.73
20.55,48.98,1016.1,63.89,452.52
25.34,71.06,1007.74,92.52,434.86
7.26,41.22,1014.86,97.82,488.75
14.31,40.78,1024.3,76.41,463.54
29.3,70.04,1010.95,61.23,426.25
20.72,63.94,1017.17,59.83,447.69
6.13,39.48,1005.17,53.5,484.12
14.39,44.84,1023.55,91.14,464.15
29.94,65.74,1012.4,46.94,440.54
12.37,46.97,1013.95,90.76,464.4
7.89,39.37,1016.28,84.66,483.82
18.34,45.64,1019.05,82.53,460.58
27.98,67.17,1007.32,75.29,440.68
9.34,40.77,1012.14,90.81,477.36
21.11,43.43,1010.1,62.62,447.83
32.37,67.83,1008.32,57.39,426.76
28.76,60.23,1010.03,58.24,437.42
25.2,61.08,1013.04,74.28,447.09
30.17,76.86,998.23,73.61,430.3
6.85,37.49,1011.01,84.53,483.12
19,58.95,1018.05,83.38,451.96
15.7,44.21,1021.26,86.83,462.19
20.58,39.53,1005.68,62.09,460.1
32.11,78.05,1010.36,58.78,431.31
26.04,68.08,1010.82,75.58,430.32
17.35,52.72,1026.31,58.01,463.65
12.87,48.04,1012.47,100.13,465.56
24.22,61.86,1013.39,80.11,442.65
11.02,39.96,1025.64,93.58,467.41
13.06,41.78,1012.3,55.31,467.67
20.08,49.69,1008.34,69.88,453.54
28.15,74.9,1003.67,76.32,433.63
18.4,43.96,1012.4,77.81,464.63
26.34,69.04,1009.44,72.06,444.13
18.16,43.96,1012.78,78.33,465.26
24.42,65.94,1011.25,65.04,439.63
18.63,50.16,1010.21,97.13,450.14
8.39,36.3,1015.39,62.23,479.57
27.06,61.41,1011.99,45.23,452.85
13.92,43.41,1015.12,61.64,464.76
23.02,59.21,1011.74,83.18,440.5
24.92,63.94,1017.7,44.92,441.07
31.04,74.67,1015.85,43.32,435.17
23.18,72.99,1009.01,90.09,439.12
19.55,56.53,1020.2,78.1,455.56
27.08,66.05,1017.91,59.1,441.16
23.92,63.21,1012.52,86.51,445.26
12.12,38.28,1013.7,91.27,469.59
31.97,69.04,1008.5,47.69,441.18
8.57,40.69,1020.87,84.15,485.18
13.62,42.34,1017.87,89.67,464.79
34.15,68.51,1010.75,37.02,430.19
29.89,64.69,1006.37,58.78,435.39
27.18,62.66,1009.89,52.83,442.16
10.24,41.17,1019.73,82.04,479.78
24.94,62.96,1019.76,58.44,443.48
24.21,70.98,1007.02,95.57,441.78
23.1,66.05,1020.28,80.62,439.03
26.86,72.58,1009.22,88.39,428.69
32.84,77.95,1014.68,45.8,431.97
26.65,58.41,1013.53,65.83,442.66
22.49,58.82,1009.73,85.19,444.11
27.35,61.47,1008.43,70.65,443.67
18.94,48.7,1008.5,94.83,451.38
8.62,39.66,1015.18,89.59,482.99
24.38,57.17,1009.85,74.46,444.59
11.33,41.5,1013.58,88.7,475.01
16.73,65.94,1013.79,90.19,453.39
23.17,62.39,1008.04,89.42,439.29
21.78,51.43,1007.45,88.71,446.56
28.32,71.32,1008.02,78.82,433.82
16.8,44.9,1009.14,79.78,456.42
27.1,52.84,1006.28,53.85,439.08
25.03,60.84,1017.69,59.23,441.58
22.78,49.16,1002.29,64.28,444.99
8.41,40.67,1019.97,69.2,489.25
12.36,48.04,1012.8,93.59,468.37
19.05,59.21,1017.99,89.53,451
16.51,51.86,1022.37,81.18,442.48
31.23,75.08,1004.93,46.19,439.14
8.53,40.02,1031.27,85.57,476.73
24.71,61.9,1013.78,85.82,443.39
9.37,44.77,1020.61,87.31,474.41
19.97,59.14,1016.05,70.58,450.06
22.81,58.96,1013.5,55.66,452.89
12.32,41.62,1012.16,88.37,455.71
6.72,38.91,1016.89,90.47,485.89
30.01,62.34,1005.28,62.34,435.94
28.65,70.32,1008.46,58.13,433.45
25.37,59.14,1017.27,78.07,437.19
13.27,40.27,1006.1,40.04,473.88
9.75,36.66,1026.21,70.12,479.45
24.26,69.71,1008.98,81.58,438.6
25.47,65.34,1015.3,50.31,445.39
18.8,47.83,1005.86,76.77,453.9
22.72,64.15,1021.14,60.34,453.13
18.97,50.59,1016.01,74.9,459.68
9.75,42.49,1010.57,83.63,480.35
20.88,59.8,1015.66,75.34,453.18
29.29,72.58,1007.39,72.85,428.73
14.93,43.02,1012.11,45.56,468.19
11.72,40.35,1012.08,83.98,476.41
18.58,63.78,1016.24,78.74,453.96
19.08,44.63,1020.05,41.07,455.95
20.89,70.32,1011.22,89.68,442.5
9.42,41.4,1029.6,87.43,478.12
15.01,43.56,1014.65,61.82,465.84
6.72,39.85,1011.84,84.66,489.09
21.25,66.86,1012.99,60.65,455.72
3.21,38.44,1017.11,84.86,492.93
24.81,67.17,1007.71,84.37,442.75
18.71,54.9,1017.12,74.79,456.88
25.24,67.45,1013.56,50.91,438.99
10.8,39.28,1010.7,82.62,478.8
20.32,67.71,1007.42,63.71,446.22
11.32,36.18,1015.03,64.68,472.67
34.66,74.33,1012,32.19,425.89
31.37,74.87,1009.22,56.58,436.16
12.09,40.6,1013.85,85.72,474.35
21.14,58.05,1012.98,87.27,449.74
23.26,63.56,1013.64,71.3,446.67
24.81,60.95,1014.72,54.71,446.09
29.19,67.51,1011.48,55.55,446.97
12.71,43.8,1023.15,71.16,466.2
5.53,35.79,1013.48,94.19,484.25
20.86,51.3,1012.03,92.46,449.67
26.33,61.41,1011.9,52.1,452.79
27.77,62.26,1010.88,66.45,430.19
8.87,41.82,1033.3,74.28,477.97
